time,delta,seconds_remaining,replicated_game_state_time_remaining,is_overtime,ball_has_been_hit
3.9260578,0.0,300,,,
3.961348,0.0352901,300,,,
3.9962084,0.0348606,300,,,
4.031236,0.0350274,300,,,
4.0653124,0.0340764,300,,,
4.1006474,0.0353354,300,,,
4.136845,0.036198102,300,,,
4.1710787,0.034234498,300,,,
4.2055855,0.0345078,300,,,
4.239287,0.0337012,300,,,
4.2738266,0.0345398,300,,,
4.3074946,0.033667803,300,,,
4.3421555,0.034661397,300,,,
4.3770075,0.034852102,300,,,
4.411151,0.034142397,300,,,
4.446603,0.035452202,300,,,
4.4814057,0.0348031,300,,,
4.516211,0.0348064,300,,,
4.5506,0.0343897,300,,,
4.584283,0.033683,300,,,
4.6187,0.0344167,300,,,
4.653599,0.0348987,300,,,
4.6871424,0.0335435,300,,,
4.7217827,0.0346399,300,,,
4.7567697,0.0349877,300,,,
4.7918205,0.035050903,300,,,
4.825702,0.0338806,300,,,
4.8598776,0.0341747,300,,,
4.894542,0.0346648,300,,,
4.9288826,0.034340702,300,,,
4.9631333,0.034250498,300,3,,
4.9977922,0.034659702,300,3,,
5.0316277,0.033836,300,3,,
5.0657945,0.0341669,300,3,,
5.101027,0.035233103,300,3,,
5.137337,0.036309797,300,3,,
5.1711884,0.033851903,300,3,,
5.2065024,0.0353142,300,3,,
5.2419434,0.0354408,300,3,,
5.2766457,0.034701902,300,3,,
5.3101172,0.033471197,300,3,,
5.3444943,0.0343776,300,3,,
5.3787193,0.0342252,300,3,,
5.414066,0.0353467,300,3,,
5.4476976,0.0336311,300,3,,
5.4833465,0.035648096,300,3,,
5.5180726,0.0347259,300,3,,
5.5525136,0.034440503,300,3,,
5.5871434,0.0346303,300,3,,
5.6209183,0.0337751,300,3,,
5.655695,0.034777,300,3,,
5.6905584,0.0348628,300,3,,
5.7240963,0.033538498,300,3,,
5.759322,0.035226103,300,3,,
5.793716,0.034392398,300,3,,
5.827766,0.0340503,300,3,,
5.8617024,0.0339363,300,3,,
5.896796,0.035094302,300,3,,
5.9303923,0.0335956,300,3,,
5.9640365,0.0336437,300,3,,
5.9984293,0.034392398,300,3,,
6.0338345,0.0354053,300,3,,
6.0683317,0.0344979,300,3,,
6.1025505,0.0342183,300,3,,
6.1369324,0.034382097,300,3,,
6.170282,0.0333503,300,3,,
6.203771,0.0334899,300,3,,
6.2372866,0.0335153,300,3,,
6.271027,0.0337409,300,3,,
6.3066964,0.0356692,300,3,,
6.340724,0.034027,300,3,,
6.375211,0.0344873,300,3,,
6.408587,0.0333755,300,3,,
6.4439335,0.0353469,300,3,,
6.4774003,0.0334671,300,3,,
6.512153,0.0347539,300,3,,
6.54731,0.035157,300,3,,
6.581094,0.033784702,300,3,,
6.615898,0.034804597,300,3,,
6.6495056,0.0336072,300,3,,
6.6829042,0.033399202,300,3,,
